risk,cause,location_name,year,deaths_count_all_age,deaths_count_lower,deaths_count_upper,deaths_asr,deaths_asr_lower,deaths_asr_upper,dalys_asdr,dalys_asdr_lower,dalys_asdr_upper,deaths_count_from_age_sex_sum,deaths_count_difference_vs_baseline,dalys_count_from_age_sex_sum,dalys_count_ui_note,population_total_from_age_sex
ozone,copd,Republic of Korea,2017,1254.4736081268516,249.63602839708494,2490.1526893581486,1.717126532684297,0.34222208726343767,3.409787998291445,22.43468630049542,4.465433921642416,43.92526738355533,1254.4736081268506,-9.094947017729282e-13,17296.22178546489,point_estimate_sum_from_age_sex_only,52502638.14170898
ozone,copd,Republic of Korea,2018,1401.9949379886018,271.5829227417052,2827.007181134109,1.8149235815828344,0.3544205277296725,3.601451701108493,23.63103017621812,4.466979239897592,47.042437305887354,1401.9949379886018,0.0,19110.910795021096,point_estimate_sum_from_age_sex_only,52493354.14723622
ozone,copd,Republic of Korea,2019,1477.5486594148288,281.4986414275426,2868.2447881631124,1.8383379180006998,0.35320434058276345,3.5766458889278976,23.89263367974386,4.432305920326399,46.594285399371564,1477.5486594148288,0.0,20058.910249281686,point_estimate_sum_from_age_sex_only,52390584.32615163
ozone,copd,Republic of Korea,2020,1459.1481648777412,280.0882544043236,2905.800679563318,1.7252643016695004,0.33441981322468683,3.3941660894622028,22.246427571956882,4.220770629550192,43.84261246791323,1459.148164877741,-2.2737367544323206e-13,19519.95462146289,point_estimate_sum_from_age_sex_only,52256106.61344889
ozone,copd,Republic of Korea,2021,1576.5435689429903,300.8418725105555,3071.518371362428,1.7945843302251467,0.343979768268731,3.4432159359539782,23.01292254514049,4.296298481826172,44.678997242858756,1576.54356894299,-2.2737367544323206e-13,20916.06025556829,point_estimate_sum_from_age_sex_only,52083507.14753975
pm25,copd,China,1990,103876.14825797633,46963.28834053606,186882.17251312177,17.124048299895346,7.788245392279758,30.86173834592317,303.53800783968825,143.3371447338674,539.3698767378419,103876.14825797634,1.4551915228366852e-11,2202778.5975290095,point_estimate_sum_from_age_sex_only,1179137926.6356304
pm25,copd,China,1991,108067.36810428285,58135.47974831276,183960.60985522578,17.24456089030266,9.257660576944719,29.656912286000445,305.35948050762903,164.07021482724215,515.5899321520284,108067.36810428288,2.9103830456733704e-11,2280954.582091277,point_estimate_sum_from_age_sex_only,1195421731.321272
pm25,copd,China,1992,112996.28062998045,61888.73778865186,185997.27402167517,17.46994046638191,9.639801846558726,28.30519210784276,308.87920826988653,172.05103440982478,507.31232923203544,112996.28062998044,-1.4551915228366852e-11,2372516.4591881814,point_estimate_sum_from_age_sex_only,1208692895.275579
pm25,copd,China,1993,118398.66219887888,65743.8391599215,192794.7229255036,17.762912508447062,9.767567426951093,28.948955597729924,313.480388169351,174.5740376693037,501.743780862059,118398.66219887881,-7.275957614183426e-11,2474461.768677781,point_estimate_sum_from_age_sex_only,1219474323.7789443
pm25,copd,China,1994,124011.09882142926,67999.20050023745,207961.2711555538,18.073394154344957,10.017383555503839,30.830918909196924,318.2436059491023,177.06313448431604,528.3962476443236,124011.0988214293,4.3655745685100555e-11,2581843.798227738,point_estimate_sum_from_age_sex_only,1228214142.290209
pm25,copd,China,1995,130224.26324074827,65827.43745337348,227337.18431977317,18.434304187749074,9.31906833447355,32.33962451986776,323.8155455023074,165.75812313338005,561.8443414517876,130224.26324074825,-2.9103830456733704e-11,2699178.906668111,point_estimate_sum_from_age_sex_only,1235265259.5297866
pm25,copd,China,1996,137687.5412572395,80492.0800273832,224757.95887699712,18.927966043173363,11.133355773498522,31.213258225435617,331.1847814379987,195.1824299697607,529.2265464963907,137687.54125723953,2.9103830456733704e-11,2834348.547401343,point_estimate_sum_from_age_sex_only,1240973039.4398258
pm25,copd,China,1997,147236.22856330275,89182.35924011492,224957.2736740314,19.64875200948925,12.198016511252671,30.170020469689476,342.3859630343611,212.5002933945902,512.3470696064094,147236.22856330263,-1.1641532182693481e-10,3008997.5595940053,point_estimate_sum_from_age_sex_only,1245681193.724642
pm25,copd,China,1998,158978.5764567744,101564.52663837075,236612.87088853988,20.58864796072953,13.428367470279259,30.423837674896266,357.48628698616335,230.89657241702014,526.4178838676621,158978.57645677446,5.820766091346741e-11,3227619.976493543,point_estimate_sum_from_age_sex_only,1249830500.791358
pm25,copd,China,1999,172566.00196480425,108048.96174874621,261706.37818098417,21.693824120601732,13.496346466558103,32.81008429859265,375.00276654645506,235.62026801422567,566.4345754420445,172566.00196480413,-1.1641532182693481e-10,3481140.202622265,point_estimate_sum_from_age_sex_only,1253884290.5004425
pm25,copd,China,2000,189385.14179602012,112561.23068123989,291041.56978521764,23.16605713841825,13.779145742402115,35.51519092435764,397.33017935346646,237.65000332621614,607.0144221918212,189385.14179602012,0.0,3783893.7720969464,point_estimate_sum_from_age_sex_only,1258333212.7453017
pm25,copd,China,2001,205303.9122565085,135663.83759685693,292182.9306439887,24.399021972095543,15.96261680738117,34.65737906981979,415.4491017997889,274.88320139222134,583.5535537312226,205303.91225650872,2.0372681319713593e-10,4061803.851413588,point_estimate_sum_from_age_sex_only,1263711681.3079967
pm25,copd,China,2002,220993.38819643398,156252.16082365366,302727.25366179185,25.40879949962019,17.761679560433965,34.712349163065284,431.1567107173057,302.98283210318186,588.0087610261943,220993.38819643392,-5.820766091346741e-11,4341556.372852521,point_estimate_sum_from_age_sex_only,1269927203.0337374
pm25,copd,China,2003,238418.37750321554,167409.59936586005,318006.2517871426,26.606846596987726,18.613977887873023,35.46011172019808,447.76495979064606,311.7492771815513,595.8434899040045,238418.37750321563,8.731149137020111e-11,4634284.49473778,point_estimate_sum_from_age_sex_only,1276870213.8140824
pm25,copd,China,2004,255722.1132105465,180874.19267928202,337350.004730014,27.473365715477204,19.315801003083024,36.247894467975634,460.80633302441817,326.58726084760025,606.1575293564682,255722.11321054655,5.820766091346741e-11,4932858.035540342,point_estimate_sum_from_age_sex_only,1284501297.4646666
pm25,copd,China,2005,263973.42656907835,180529.63729214747,353444.7232379577,27.25199019677688,18.57434197731358,36.44445422270876,456.3250761206724,321.4544733565956,610.83631475932,263973.42656907835,0.0,5057199.21979237,point_estimate_sum_from_age_sex_only,1292848035.2128522
pm25,copd,China,2006,263694.17526788847,185282.37437071648,343364.2174092714,26.080473367371436,18.09194525927245,33.95897615834381,437.96417967327807,314.205700342185,568.4524731977474,263694.1752678884,-5.820766091346741e-11,5042399.987285099,point_estimate_sum_from_age_sex_only,1301881786.4753292
pm25,copd,China,2007,271104.45065435173,195822.1394791923,347397.78489771014,25.745321573134262,18.42329110969126,32.99861743696169,431.36253334445036,316.4923960396425,549.9708858246187,271104.4506543519,1.7462298274040222e-10,5148167.007573948,point_estimate_sum_from_age_sex_only,1311423761.7638993
pm25,copd,China,2008,281364.1486000914,206994.89907152863,354919.83770263055,25.68424830395237,18.701549977430055,32.53902921788568,428.65471717602406,329.59965666254766,531.5538588818978,281364.14860009146,5.820766091346741e-11,5292171.282952729,point_estimate_sum_from_age_sex_only,1321138115.547406
pm25,copd,China,2009,290695.75895454275,221254.69812701867,360600.49205816106,25.446102331816856,19.329905594102417,31.712132017932568,423.14771041467685,328.02525103328287,519.0487835453454,290695.7589545426,-1.7462298274040222e-10,5418317.535538409,point_estimate_sum_from_age_sex_only,1330611557.2084239
pm25,copd,China,2010,294825.8567110987,225898.13679554738,363937.893988131,24.752211432477498,18.758602269191414,31.15838702091334,410.27213826112387,319.3011405050504,502.1832298606448,294825.8567110985,-1.7462298274040222e-10,5445300.22254653,point_estimate_sum_from_age_sex_only,1339152823.2389724
pm25,copd,China,2011,295892.7754763306,228133.51102930328,367830.9186694516,23.79933915511251,18.03827531828588,29.94904476909175,394.3835063939126,308.59727607904455,482.89424563713567,295892.7754763304,-1.7462298274040222e-10,5441163.709221993,point_estimate_sum_from_age_sex_only,1346712413.6008554
pm25,copd,China,2012,297356.9528835432,225288.93495525222,366260.76932824467,22.877854275333775,17.243590208511854,28.503847568082392,380.0000012813281,293.1329921575341,462.6759084939143,297356.95288354316,-5.820766091346741e-11,5458113.403998135,point_estimate_sum_from_age_sex_only,1354612582.056199
pm25,copd,China,2013,300009.5813164277,224443.08764989185,378164.2609071704,22.08825924226225,16.530637294812205,27.910889109090736,366.9050613406045,278.6752656455937,454.88785459947974,300009.58131642744,-2.3283064365386963e-10,5481310.315904075,point_estimate_sum_from_age_sex_only,1363222750.5771422
pm25,copd,China,2014,303143.1870400159,229242.97523688158,381151.76150261005,21.266933228651766,15.99759489253937,26.697902710744593,353.54089078191816,270.7225748259006,436.72675324756057,303143.187040016,1.1641532182693481e-10,5514738.440503709,point_estimate_sum_from_age_sex_only,1372033341.6458244
pm25,copd,China,2015,303461.2930387386,227463.97672908512,388758.32783501886,20.302211822295057,15.177242462807625,25.976199999023184,338.39825485900957,260.97239236044356,419.89310951415706,303461.2930387387,1.1641532182693481e-10,5502538.111714273,point_estimate_sum_from_age_sex_only,1381422551.1668398
pm25,copd,China,2016,300838.6438884266,229039.0074053898,388355.276067026,19.2217098490777,14.485514873170354,24.899130188324257,320.1022192788419,252.59550170195513,397.66361113803134,300838.64388842665,5.820766091346741e-11,5420840.355780209,point_estimate_sum_from_age_sex_only,1391679368.0172982
pm25,copd,China,2017,287080.3450350331,215509.4182768469,380052.8024050684,17.582676865447723,13.172686090946376,23.29787922897634,292.67719093690863,227.03360872314352,374.6927112817057,287080.34503503324,1.1641532182693481e-10,5146464.328992012,point_estimate_sum_from_age_sex_only,1401733000.1579177
pm25,copd,China,2018,267043.65398473956,198832.98556391447,364112.2315050839,15.687449532241192,11.608256979411776,21.533790718261262,261.7311109810537,200.40511555944317,342.31743403340045,267043.65398473956,0.0,4774033.158731914,point_estimate_sum_from_age_sex_only,1410660623.9968188
pm25,copd,China,2019,249712.36538247214,183623.5637760069,349318.5476948375,13.96967729544927,10.151711325150202,19.609142220716883,234.20258583101375,176.32829133405954,313.07422200852915,249712.36538247223,8.731149137020111e-11,4458141.061371669,point_estimate_sum_from_age_sex_only,1418278589.3263948
pm25,copd,China,2020,226550.79631759945,166823.72568762815,320329.19359442586,12.070563653883271,8.77787331306363,17.1763970090342,204.28887572294542,157.46058634755005,270.5404836380286,226550.7963175994,-5.820766091346741e-11,4053952.0760795563,point_estimate_sum_from_age_sex_only,1424285105.745538
pm25,copd,China,2021,238209.34470849065,173246.78309024544,345480.58314571687,12.09767590773413,8.733219583135487,17.713982205804072,203.21489388144698,154.03747028002874,274.37852571839915,238209.3447084905,-1.4551915228366852e-10,4203211.352792031,point_estimate_sum_from_age_sex_only,1428242111.8436139
pm25,copd,East Asia,1990,105284.05703620092,47744.9414146058,188846.16102427652,16.768426397709117,7.681080779890606,30.203643428739067,297.28853765322566,141.27238217153808,527.470614741964,105284.05703620087,-4.3655745685100555e-11,2235378.8744493406,point_estimate_sum_from_age_sex_only,1220394792.6352584
pm25,copd,East Asia,1991,109495.4586672152,58868.38459146897,186617.38717571498,16.877455769935427,9.058925723356593,29.046258888662653,298.88339572167655,160.51341078767345,505.3092861465325,109495.4586672153,8.731149137020111e-11,2313779.3185005723,point_estimate_sum_from_age_sex_only,1237177211.0151722
pm25,copd,East Asia,1992,114464.55074675381,62702.910626722296,188411.85678427297,17.086608776068292,9.444884509483977,27.66446899111198,302.14719492147657,168.16466530002586,496.14315477957433,114464.55074675378,-2.9103830456733704e-11,2406010.7120177466,point_estimate_sum_from_age_sex_only,1250947489.8281004
pm25,copd,East Asia,1993,119889.70370682512,66592.15882412682,194632.3693307346,17.36302980850635,9.564478660531659,28.217948701283145,306.45545973692,170.7148137742775,488.9152989308436,119889.70370682511,-1.4551915228366852e-11,2508293.3090508697,point_estimate_sum_from_age_sex_only,1262228196.221577
pm25,copd,East Asia,1994,125562.33623024051,68900.28078151743,210116.2024818428,17.658440135841584,9.802854434081828,30.084775379498275,310.97362469256495,173.47857513873126,515.154535565845,125562.33623024047,-4.3655745685100555e-11,2616731.440368417,point_estimate_sum_from_age_sex_only,1271465955.9090178
pm25,copd,East Asia,1995,131840.82516016497,66748.49494935916,229645.91551136147,18.004768150488793,9.114056504270733,31.514314317161936,316.3145720150973,162.18006168594525,549.1513656950198,131840.82516016497,0.0,2735268.684802653,point_estimate_sum_from_age_sex_only,1278983544.787669
pm25,copd,East Asia,1996,139372.72197580012,81608.95750706385,227317.29273090797,18.481766143160264,10.903198842913113,30.42757933047904,323.43048410976877,190.9513814511592,516.9797870206291,139372.72197580014,2.9103830456733704e-11,2871829.5264174496,point_estimate_sum_from_age_sex_only,1285123018.4308662
pm25,copd,East Asia,1997,149017.0332747855,90500.49049464168,227475.35880655394,19.186197642137966,11.943798148150204,29.450635981141534,334.33441865916086,208.20381945988083,499.76458565838806,149017.03327478547,-2.9103830456733704e-11,3048346.232372428,point_estimate_sum_from_age_sex_only,1290250456.8476858
pm25,copd,East Asia,1998,160887.4977859656,102877.39927156488,239177.3367632373,20.10041286514472,13.121491774098834,29.652176321787273,349.0036944937309,225.62162137971046,512.6376529296703,160887.49778596545,-1.4551915228366852e-10,3269354.761920988,point_estimate_sum_from_age_sex_only,1294803288.5892537
pm25,copd,East Asia,1999,174567.74806332975,109266.5618172719,264711.9730259826,21.16558294774444,13.165172819911758,32.00264599998193,365.8713660040996,229.80430086282206,552.6531696692567,174567.7480633297,-5.820766091346741e-11,3524546.632620259,point_estimate_sum_from_age_sex_only,1299256918.6761632
pm25,copd,East Asia,2000,191430.3621360625,113815.08464596656,294277.6731099856,22.57427147723747,13.426524200147512,34.59690181402097,387.2459256320206,231.75695201607368,591.7767109154069,191430.36213606253,2.9103830456733704e-11,3828252.1141192955,point_estimate_sum_from_age_sex_only,1304099051.6318066
pm25,copd,East Asia,2001,207443.62611189694,136976.12933516744,295111.40602792124,23.758738824402815,15.540206802280768,33.75901078057842,404.6517487955677,267.4600824674808,568.1264562273196,207443.62611189712,1.7462298274040222e-10,4107838.9133479996,point_estimate_sum_from_age_sex_only,1309838130.4263265
pm25,copd,East Asia,2002,223186.8643845675,157999.34566883964,305857.0959482483,24.726080789589485,17.285070278109774,33.78756413248905,419.6987105226069,295.2755187018092,571.983652786896,223186.8643845675,0.0,4388591.024874245,point_estimate_sum_from_age_sex_only,1316379211.649598
pm25,copd,East Asia,2003,240669.91176919258,168960.74787506196,320913.6979177839,25.870007197562707,18.08955575703941,34.47737451020863,435.5724818787242,303.5373169563741,579.4297358167184,240669.91176919246,-1.1641532182693481e-10,4682295.831261963,point_estimate_sum_from_age_sex_only,1323632174.6636906
pm25,copd,East Asia,2004,258061.79372121862,182739.52527930023,340605.84010519506,26.69295371077778,18.775252156231442,35.180102336672945,448.02249870823294,317.8128912551521,589.1088523850301,258061.7937212186,-2.9103830456733704e-11,4982467.226314095,point_estimate_sum_from_age_sex_only,1331564630.9974709
pm25,copd,East Asia,2005,266363.39882998454,182412.92212657494,356477.70802928635,26.464182134094532,18.06666036655247,35.347187726501815,443.5481753588067,312.76929407224895,593.3225949230396,266363.39882998454,0.0,5107582.7321701655,point_estimate_sum_from_age_sex_only,1340200042.748602
pm25,copd,East Asia,2006,266059.1855023368,186882.43051105042,346418.53234603466,25.32971418558872,17.59702902265845,32.96525196504093,425.76136004411165,305.699034071918,552.59823859453,266059.1855023368,0.0,5092395.735962348,point_estimate_sum_from_age_sex_only,1349502685.0102966
pm25,copd,East Asia,2007,273505.21473988995,197429.45983218736,350145.2454392299,24.994935080814166,17.88194092839726,31.981285049078146,419.25109544982485,307.676701886453,534.2429273130352,273505.21473989007,1.1641532182693481e-10,5198308.009044182,point_estimate_sum_from_age_sex_only,1359303771.54587
pm25,copd,East Asia,2008,283797.255998584,208739.7965703146,357358.977122737,24.94607121391938,18.18466941355435,31.571832806509942,416.68747142928817,320.30985517520713,515.8828291973658,283797.25599858415,1.7462298274040222e-10,5342675.636444659,point_estimate_sum_from_age_sex_only,1369247923.1561518
pm25,copd,East Asia,2009,293122.9150680559,223206.75422148546,363520.5022696124,24.71126795560403,18.771622547504613,30.76151658007203,411.27843440214787,319.48243864726186,503.6657885757422,293122.915068056,1.1641532182693481e-10,5468405.789602869,point_estimate_sum_from_age_sex_only,1378935682.0429876
pm25,copd,East Asia,2010,297327.07649549865,228013.07333211327,366641.3713927647,24.040752204746898,18.25921004679878,30.203498745971693,398.8470365172271,310.7474909447561,487.66408795059664,297327.07649549836,-2.9103830456733704e-10,5496164.914819855,point_estimate_sum_from_age_sex_only,1387680795.0717652
pm25,copd,East Asia,2011,298563.4425192468,230549.1987096748,370598.6389462714,23.129204874726884,17.572294988549697,29.090428737490246,383.64798147998465,300.6301963437796,469.10295696932945,298563.44251924654,-2.3283064365386963e-10,5494393.266505885,point_estimate_sum_from_age_sex_only,1395438499.2152677
pm25,copd,East Asia,2012,300122.7393321858,227938.51171677554,369151.7278781122,22.246242282924204,16.79096439914335,27.679443858651346,369.8856126687112,285.63512650176574,450.1907338817614,300122.7393321858,0.0,5513077.598976692,point_estimate_sum_from_age_sex_only,1403529418.8838446
pm25,copd,East Asia,2013,302800.76959301677,227140.91947430023,381133.8190605687,21.488115388583235,16.097385426934245,27.11302012665566,357.32916936980547,271.7715342432491,442.31983169561596,302800.7695930167,-5.820766091346741e-11,5537117.849086646,point_estimate_sum_from_age_sex_only,1412318537.7411299
pm25,copd,East Asia,2014,306029.29139439197,231608.5208445936,384234.38366794307,20.69527149253804,15.584782863106305,25.933661247257824,344.48018155830954,264.2067880015094,424.64880422284415,306029.29139439197,0.0,5572089.937316752,point_estimate_sum_from_age_sex_only,1421303588.7823486
pm25,copd,East Asia,2015,306351.790297807,229953.48407435353,391593.94451107655,19.766670695718737,14.813378088626997,25.236011973180137,329.89379397698866,254.7316778588414,408.4235884325895,306351.7902978071,5.820766091346741e-11,5560011.509591406,point_estimate_sum_from_age_sex_only,1430846550.0452101
pm25,copd,East Asia,2016,303700.6072895096,231787.4040341757,391194.93256867584,18.717274356937143,14.139421551930681,24.19203955968009,312.1298142817432,247.03815631680882,386.93771748847655,303700.60728950956,-5.820766091346741e-11,5477333.867952973,point_estimate_sum_from_age_sex_only,1441245720.784612
pm25,copd,East Asia,2017,289753.4763677852,217790.37128031492,382766.94620235584,17.12203870409763,12.845117581946859,22.639100868514323,285.4145630359507,221.80156887202008,364.5327983340526,289753.47636778536,1.7462298274040222e-10,5199209.7787099285,point_estimate_sum_from_age_sex_only,1451414990.2539907
pm25,copd,East Asia,2018,269540.37659420347,200909.4490261775,366750.8705071405,15.285223512091013,11.322279401117617,20.937790482835027,255.3522753529292,195.85577170476571,333.2421398559251,269540.37659420323,-2.3283064365386963e-10,4823163.551776694,point_estimate_sum_from_age_sex_only,1460420788.8980925
pm25,copd,East Asia,2019,252082.68624449978,185523.21998738035,351783.0120603042,13.618230886203994,9.904900244020462,19.06857815866377,228.60189780185115,172.43802607211063,304.8038684591197,252082.68624449984,5.820766091346741e-11,4504527.4418743495,point_estimate_sum_from_age_sex_only,1468089083.2620583
pm25,copd,East Asia,2020,228708.85899049047,168729.96011949365,322608.4589663743,11.777394551530126,8.577057849472192,16.719502446268564,199.53887022657662,153.98710154630135,263.6590344523108,228708.85899049055,8.731149137020111e-11,4096400.1500616428,point_estimate_sum_from_age_sex_only,1474094264.8371174
pm25,copd,East Asia,2021,240500.36225962284,175242.84316222573,347687.4023988509,11.80755562773934,8.544494843160896,17.230427147706486,198.55418795441784,150.6499174772691,267.2250503996726,240500.36225962298,1.4551915228366852e-10,4247399.012681849,point_estimate_sum_from_age_sex_only,1478025007.6619737
pm25,copd,Global,1990,286282.44768669124,203021.70176962926,407136.68638169573,8.160731978946341,5.816810075607971,11.595427060424218,177.95094771341644,127.55568733657297,250.2995364167108,286282.4476866915,2.3283064365386963e-10,6809261.777175018,point_estimate_sum_from_age_sex_only,5336096932.229502
pm25,copd,Global,1991,292485.0641315153,207936.39991788456,395773.3982779671,8.135816542935274,5.781561647022449,10.973968535964714,177.226814525533,128.37825198331524,237.09267608636077,292485.0641315152,-5.820766091346741e-11,6939681.5893976055,point_estimate_sum_from_age_sex_only,5419132117.9059
pm25,copd,Global,1992,300196.7535772738,216924.8694491116,392475.9255216782,8.147737204406816,5.865339067691936,10.598663687447083,177.28553819419574,130.91028304648643,227.02496598647335,300196.7535772738,0.0,7104328.825468206,point_estimate_sum_from_age_sex_only,5500052944.621854
pm25,copd,Global,1993,311853.3580958284,230758.0002286235,411603.65047538996,8.244929041840342,6.147910534406886,10.808285490264442,179.13520149017947,135.75590789805355,228.53508134845515,311853.3580958289,5.238689482212067e-10,7350243.732785309,point_estimate_sum_from_age_sex_only,5580094995.3990345
pm25,copd,Global,1994,320689.91384061414,238732.75495062908,425523.2283536651,8.279679357051656,6.161747641958548,10.99621486193993,179.80083773747953,136.69620617202213,232.9245459612268,320689.91384061414,0.0,7547064.6442272095,point_estimate_sum_from_age_sex_only,5657382425.923679
pm25,copd,Global,1995,331125.19513501076,245216.59170687507,449191.8566878914,8.340647728059809,6.177554216285703,11.28268728181333,180.55900364253304,136.77886289076983,239.50209639434098,331125.1951350108,5.820766091346741e-11,7753187.465494584,point_estimate_sum_from_age_sex_only,5732260912.810987
pm25,copd,Global,1996,343242.0151903036,261940.791054559,456982.84221318475,8.44390153118297,6.427936252773038,11.229357108440087,182.08150530035957,141.78286395587574,238.66482253413335,343242.01519030373,1.1641532182693481e-10,7997675.614961293,point_estimate_sum_from_age_sex_only,5807014948.029641
pm25,copd,Global,1997,358639.3039951203,272748.21399306454,467636.26634825015,8.6130973471132,6.587095206704066,11.18439959028414,185.00173622424614,142.7490085457764,240.7904931604991,358639.30399512034,5.820766091346741e-11,8315187.4142570095,point_estimate_sum_from_age_sex_only,5882087828.015764
pm25,copd,Global,1998,377983.69272361096,283321.2795460682,497134.58350918686,8.85554313451266,6.673267217492162,11.661652861812334,189.27429775958876,144.45121977838974,243.95414899983356,377983.69272361096,0.0,8707508.719979627,point_estimate_sum_from_age_sex_only,5957161256.516755
pm25,copd,Global,1999,398764.11292858754,290420.30554955977,525616.0733567652,9.104697127789507,6.623782785468784,11.929397756122842,193.77096734070756,143.70648491629441,252.0481679208637,398764.1129285877,1.7462298274040222e-10,9129621.705334006,point_estimate_sum_from_age_sex_only,6032316614.496127
pm25,copd,Global,2000,419111.1244168878,303719.19783272635,559208.4976328184,9.324779883493756,6.770849172233016,12.383422906554067,197.64044272348576,145.67809601346008,257.18275536222274,419111.1244168877,-1.1641532182693481e-10,9537007.197608488,point_estimate_sum_from_age_sex_only,6108324665.823928
pm25,copd,Global,2001,439591.12571624864,330824.0854565013,565746.9555836287,9.52997264527817,7.143389199617858,12.211737446517207,200.79515647420408,153.09106495674314,254.5852380201821,439591.1257162487,5.820766091346741e-11,9924725.753609821,point_estimate_sum_from_age_sex_only,6185847765.298689
pm25,copd,Global,2002,462810.5059987095,355167.27350955846,583033.2025930411,9.759339957060428,7.4835139472016685,12.259206859543973,204.40837097685016,157.89007534175437,255.03561458824132,462810.50599870936,-1.1641532182693481e-10,10362826.080558263,point_estimate_sum_from_age_sex_only,6264778165.123593
pm25,copd,Global,2003,487458.22857747384,376793.71117674955,608434.9951332367,10.01399294430528,7.685922706884237,12.471575358924479,207.84027232972204,162.78188647071772,255.65046237964137,487458.22857747355,-2.9103830456733704e-10,10796079.542023452,point_estimate_sum_from_age_sex_only,6345489904.801605
pm25,copd,Global,2004,505458.330127452,389356.65522020345,620770.2196644635,10.134688236499455,7.834372669384929,12.411095138957084,209.0371820873622,164.4049932888232,255.88771812475406,505458.33012745203,5.820766091346741e-11,11119732.962955024,point_estimate_sum_from_age_sex_only,6427690231.15512
pm25,copd,Global,2005,519976.0549058239,393042.59962814464,641496.6402892424,10.107852709322422,7.668939205750418,12.474609591203144,208.11774461673352,161.44115768920187,255.4856185704077,519976.05490582384,-5.820766091346741e-11,11373774.704581551,point_estimate_sum_from_age_sex_only,6512403441.711815
pm25,copd,Global,2006,523651.9574254652,398317.0194796309,640903.832344895,9.892975620539362,7.536579804813232,12.014962586938706,204.14024042011047,159.8895247983823,249.58048887653678,523651.95742546534,1.1641532182693481e-10,11456608.797727466,point_estimate_sum_from_age_sex_only,6598509740.708002
pm25,copd,Global,2007,539629.0792887381,408981.1728494414,659309.9193522676,9.886363591245262,7.456636881726581,12.064588585899646,203.59566863793165,159.48898214142937,247.40451737226684,539629.0792887378,-2.3283064365386963e-10,11749692.123486482,point_estimate_sum_from_age_sex_only,6687408335.134284
pm25,copd,Global,2008,556711.273980692,425613.64588668884,676423.427568042,9.890180653377666,7.533679316457452,12.038349224244712,203.20290743841736,158.84967842471875,245.06653281537007,556711.273980692,0.0,12056391.391780123,point_estimate_sum_from_age_sex_only,6777597863.163186
pm25,copd,Global,2009,568700.2776498871,443051.6009956697,687009.7585460602,9.814693790569267,7.626244821957479,11.890888914597717,201.29375291184087,159.58796263752748,242.00306102476836,568700.2776498868,-3.4924596548080444e-10,12273948.900288133,point_estimate_sum_from_age_sex_only,6870903465.192087
pm25,copd,Global,2010,579841.713939934,463513.9359099548,700628.8291155725,9.6929816561568,7.723685735872174,11.72851065338536,198.79660254376287,159.54159864784248,239.39613474057322,579841.7139399344,3.4924596548080444e-10,12468964.250795607,point_estimate_sum_from_age_sex_only,6963212452.614988
pm25,copd,Global,2011,590608.6616201912,476504.35306214757,706288.6357596157,9.571929051045853,7.644319481425797,11.430426900020393,196.65497480225986,160.17639941889905,234.77636948525537,590608.6616201912,0.0,12691738.151470931,point_estimate_sum_from_age_sex_only,7051130106.451061
pm25,copd,Global,2012,602442.1363270272,483925.90266979113,718917.1889486045,9.455867030172206,7.562484804762332,11.302685371660349,194.61037641899063,158.22655795403548,232.47081493666192,602442.1363270272,0.0,12938068.180504551,point_estimate_sum_from_age_sex_only,7139673344.797421
pm25,copd,Global,2013,616961.1243181456,491293.4068278885,741644.7002850188,9.400259420244955,7.459358384975373,11.295624808305652,192.9191146107658,156.99379800197025,229.6745191842446,616961.1243181459,3.4924596548080444e-10,13196076.93905226,point_estimate_sum_from_age_sex_only,7230418363.915119
pm25,copd,Global,2014,632315.215441574,502560.19455453486,769244.0001468547,9.348906992400428,7.419926169415228,11.384372352837893,191.5990452203957,154.2981672903897,229.6541322690035,632315.2154415746,5.820766091346741e-10,13490154.95767775,point_estimate_sum_from_age_sex_only,7321445831.531868
pm25,copd,Global,2015,645268.2641328252,512800.5728561534,789858.4457411568,9.223382588806595,7.331469005718452,11.297103517169457,189.98347916262676,152.3815377633151,228.29400143445397,645268.2641328251,-1.1641532182693481e-10,13787439.059119605,point_estimate_sum_from_age_sex_only,7413467598.827489
pm25,copd,Global,2016,654891.4341326755,513524.9995275425,802489.2871240352,9.085541576197237,7.130274832190591,11.149225716628505,187.8466043606333,150.06329792424611,225.65177159577874,654891.4341326754,-1.1641532182693481e-10,14024321.685946079,point_estimate_sum_from_age_sex_only,7504285123.06004
pm25,copd,Global,2017,656911.351576384,516068.85653576325,804279.3725289196,8.805328105173196,6.888513671878685,10.787650949600177,183.23489419469232,146.40708264544762,221.50565801852548,656911.351576384,0.0,14108561.973837728,point_estimate_sum_from_age_sex_only,7595015098.529398
pm25,copd,Global,2018,652512.2924927755,509830.9512676597,800113.3823506014,8.476171325818376,6.589634786340105,10.391376849454382,177.84691250260525,140.4743460028703,215.7958844799469,652512.2924927757,2.3283064365386963e-10,14101218.116110932,point_estimate_sum_from_age_sex_only,7683169667.224264
pm25,copd,Global,2019,649696.4730901277,502254.97119905706,804304.1722089732,8.170515098543033,6.2710119228803345,10.164207782008388,172.60849144949455,136.18046198302991,209.87658984854104,649696.4730901279,2.3283064365386963e-10,14103294.377190342,point_estimate_sum_from_age_sex_only,7769115347.66265
