analysis_window,period_label,risk,cause,measure,location_name,sex_name,start_year,end_year,breakpoint_year,paf_variant,time_path_variant,total_start,total_end,delta_total,observed_total_start,observed_total_end,observed_identity_gap_start,observed_identity_gap_end,population_total_start,population_total_end,population_growth_contribution,aging_contribution,underlying_rate_change_contribution,paf_change_contribution,population_growth_percent_of_delta,aging_percent_of_delta,underlying_rate_change_percent_of_delta,paf_change_percent_of_delta,residual
main,main_post_break,ozone,copd,deaths,Global,Both,2009,2021,2009,raw,annual_chain,352861.9329867532,381485.2345763597,28623.301589606504,352861.93298675324,381485.2345763597,5.820766091346741e-11,0.0,6870903465.192087,7922763197.366717,52463.29945365682,88273.26505166832,-127904.62008212031,15791.357166401665,183.28877711544965,308.39651664684794,-446.8548803907519,55.16958662845419,7.275957614183426e-12
sensitivity,sensitivity_overall_1990_2019,ozone,copd,deaths,Global,Both,1990,2019,,raw,annual_chain,172676.15932937668,404051.90610488405,231375.74677550737,172676.15932937668,404051.90610488405,0.0,0.0,5336096932.229505,7769115347.662649,111237.64370043259,152484.65689672547,-127526.66934473618,95180.1155230855,48.076622226253065,65.90347476854345,-55.1166970272252,41.13660003242869,0.0
sensitivity,sensitivity_pre_break,ozone,copd,deaths,Global,Both,1990,2009,2009,raw,annual_chain,172676.15932937668,352861.9329867532,180185.7736573765,172676.15932937668,352861.93298675324,0.0,5.820766091346741e-11,5336096932.229505,6870903465.192087,66287.41495971437,78039.62780879793,-46020.61994495158,81879.35083381577,36.788373251797324,43.3106489068279,-25.54065119062055,45.44162903199532,0.0
sensitivity,sensitivity_post_break,ozone,copd,deaths,Global,Both,2009,2019,2009,raw,annual_chain,352861.9329867532,404051.90610488405,51189.973118130874,352861.93298675324,404051.90610488405,5.820766091346741e-11,0.0,6870903465.192087,7769115347.662649,44950.22874071822,74445.02908792751,-81506.0493997846,13300.764689269734,87.81061212317259,145.42892788033126,-159.22268451224514,25.98314450874123,1.4551915228366852e-11
main,main_overall_1990_2021,ozone,copd,deaths,High SDI,Both,1990,2021,,raw,annual_chain,65108.327597468306,89501.35255216774,24393.02495469943,65108.3275974683,89501.35255216775,-7.275957614183426e-12,1.4551915228366852e-11,2057966635.6512623,2530226036.8233757,19301.317610011007,61397.37649215224,-59161.97009346337,2856.3009459995305,79.12637996253316,251.70054393079178,-242.53642261807937,11.709498724754312,2.9103830456733704e-11
main,main_pre_break,ozone,copd,deaths,High SDI,Both,1990,2009,2009,raw,annual_chain,65108.327597468306,109707.21024892267,44598.88265145436,65108.3275974683,109707.21024892267,-7.275957614183426e-12,0.0,2057966635.6512623,2360497587.0539675,12512.113167470983,33564.07446323299,-22515.991981846466,21038.687002596853,28.054768244430367,75.25765774344679,-50.48555175207338,47.173125764196215,0.0
main,main_post_break,ozone,copd,deaths,High SDI,Both,2009,2021,2009,raw,annual_chain,109707.21024892267,89501.35255216774,-20205.85769675493,109707.21024892267,89501.35255216775,0.0,1.4551915228366852e-11,2360497587.0539675,2530226036.8233757,6789.204442540025,27833.30202891927,-36645.9781116169,-18182.386056597323,-33.60017943524552,-137.7486788565739,181.36314063768876,89.98571765413067,0.0
sensitivity,sensitivity_overall_1990_2019,ozone,copd,deaths,High SDI,Both,1990,2019,,raw,annual_chain,65108.327597468306,94574.66127363055,29466.33367616225,65108.3275974683,94574.66127363055,-7.275957614183426e-12,0.0,2057966635.6512623,2514046105.809277,18721.25023509878,57745.92337247855,-50198.61388504407,3197.773953628962,63.53437261943432,195.97254279107685,-170.3592120985648,10.852296688053546,2.1827872842550278e-11
sensitivity,sensitivity_pre_break,ozone,copd,deaths,High SDI,Both,1990,2009,2009,raw,annual_chain,65108.327597468306,109707.21024892267,44598.88265145436,65108.3275974683,109707.21024892267,-7.275957614183426e-12,0.0,2057966635.6512623,2360497587.0539675,12512.113167470983,33564.07446323299,-22515.991981846466,21038.687002596853,28.054768244430367,75.25765774344679,-50.48555175207338,47.173125764196215,0.0
sensitivity,sensitivity_post_break,ozone,copd,deaths,High SDI,Both,2009,2019,2009,raw,annual_chain,109707.21024892267,94574.66127363055,-15132.548975292113,109707.21024892267,94574.66127363055,0.0,0.0,2360497587.0539675,2514046105.809277,6209.137067627799,24181.84890924558,-27682.6219031976,-17840.91304896789,-41.031666758626436,-159.80023556328044,182.93429579112416,117.89760653078274,0.0
